TransactionID,CustomerID,Category,Region,PaymentMethod,Status,OriginalPrice,DiscountType,DiscountAmount,FinalPrice,TransactionDate
3f88710a-6d0a-47a9-a71c-5aeb44955490,0dcd9ca1-61e6-41c4-a019-a6a1a1967c4c,Apparel,North America,PayPal,Refunded,116.08,None,0.0,116.08,2025-01-17
abac8b7f-d8c4-4ef9-ae91-57fe6251276c,fc8e5947-3e69-4433-a137-4e47a785ca58,Beauty,South America,Debit Card,Completed,21.17,None,0.0,21.17,2025-01-05
7b02cf22-1aab-4ae9-9893-cf4cce4185ba,f30c710f-8be3-4722-ac64-8bbb24aafbf1,Beauty,Australia,Debit Card,Completed,53.29,None,0.0,53.29,2025-05-12
9a4523de-fd72-43d3-9fe5-7ae5020006d4,737a9fe3-1517-4e84-a181-4b3de0e65919,Beauty,Europe,PayPal,Failed Payment,59.76,None,0.0,59.76,2025-03-24
11232d69-605b-47da-9b1c-e5bef2331ea0,2f797278-8bae-428f-a232-b4799a0c458f,Sports,Europe,PayPal,Completed,339.88,10OFF,33.99,305.89,2024-12-29
4cd54d35-da34-4b38-bea3-22ed6544fd2b,e00ff455-3eb3-48f3-9622-e5c68ecfbbec,Sports,North America,Debit Card,Failed Payment,47.69,None,0.0,47.69,2024-12-26
c150c207-6a9e-419a-8fe7-e6649c4296fa,abb38c2a-8a02-4072-bb41-205867fca243,Apparel,North America,Debit Card,Failed Payment,149.95,BOGO,74.97,74.97,2025-04-27
65fdecd5-a9d7-496e-87a1-5a70b65d7522,2febd052-57a1-43b4-bf43-7b27ab3e48e7,Electronics,South America,Apple Pay,Completed,204.85,FLASH15,30.73,174.12,2025-01-23
0025433a-736c-4efd-8a94-03f056c374f2,91c1f217-3757-4cb1-8820-769ef5ea032e,Electronics,North America,PayPal,Completed,131.59,None,0.0,131.59,2025-05-22
3eb35315-c025-43d8-ab0a-b926e638a995,e96406ae-99e6-48ae-9ba9-11a1fd68a205,Sports,Europe,Debit Card,Completed,100.95,None,0.0,100.95,2025-02-14
54b07f3c-4bf7-407d-a41b-4ccef44bee22,4af9e026-9a25-4904-ace3-39258be96859,Apparel,Australia,Apple Pay,Failed Payment,180.15,FLASH15,27.02,153.13,2024-12-30
a89cc10f-e1bf-4d43-ada3-1e0e196be74e,1a753438-5981-4697-9eb8-8733117e7427,Sports,North America,Crypto,Completed,224.76,None,0.0,224.76,2025-02-05
363c0276-4af0-4505-ae3a-dd77ec0bce0c,b9d73f67-0c9e-40ce-9cbf-ba892f59ad95,Sports,Europe,Debit Card,Completed,165.46,None,0.0,165.46,2025-04-21
568f78a0-48b7-4899-8032-e15f3ae2236c,994b1859-8ef2-45c7-ade4-23b59d29bfe2,Apparel,Europe,Crypto,Completed,185.24,LOYALTY20,37.05,148.19,2025-02-26
e58401f1-d806-4812-b9a5-86f582ef77e8,b68d401e-35e9-4250-8a71-c5930361013f,Beauty,Europe,Credit Card,Completed,32.59,10OFF,3.26,29.33,2025-03-03
7320330a-10c0-4a30-82e2-a0cdc8d45c92,6767ca4e-f155-472b-bae7-35d6c56c0884,Apparel,Australia,PayPal,Completed,104.16,LOYALTY20,20.83,83.33,2025-03-27
a343170d-073c-4d92-8a33-6c9ed104a843,f46370f8-6fe3-486f-b366-db2b2c2ee107,Home Goods,North America,Credit Card,Refunded,353.52,FLASH15,53.03,300.49,2025-02-15
0ffdf950-fe6d-40af-893b-fd0e9cce743c,05487c32-a067-48f5-98fe-db9f4bb4966a,Home Goods,Asia,Apple Pay,Completed,365.51,BOGO,182.75,182.75,2025-01-03
519c8578-efd6-4ad1-8587-748fc2d8b27f,3fac2120-4c51-4ac4-a3d0-15e5865c04a2,Sports,South America,PayPal,Completed,202.79,None,0.0,202.79,2025-03-09
902e64de-0689-47f2-b1cb-ba6dd0b1841d,4d15c018-3522-42f9-86bc-511a2c978a21,Electronics,South America,Apple Pay,Completed,534.43,FLASH15,80.16,454.27,2025-01-06
84b69c7c-8d49-4e88-bdea-6fee37995dbc,e599a247-3af7-4e36-b781-e814ffc211f4,Sports,Asia,Crypto,Completed,127.62,BOGO,63.81,63.81,2025-01-18
f9e6c1bd-ccbb-49e3-a864-24fc89608da4,e3fa0855-1e4f-43cf-84cd-1bde88f32f2c,Beauty,Australia,Credit Card,Completed,35.73,None,0.0,35.73,2025-05-02
8ebe21ce-4747-4910-ae1f-13eb94234bb8,be7c4f2d-9858-424d-978a-b4eedc92f9e4,Home Goods,North America,Credit Card,Completed,98.5,10OFF,9.85,88.65,2025-01-27
297ebe05-f78c-49db-aaf4-486db55785d6,ebf4c00f-2c98-4b3a-bf47-6a3d2790ebae,Beauty,Asia,Crypto,Completed,81.9,10OFF,8.19,73.71,2025-05-30
ff115ea8-10fc-4eee-810e-fead29c3c3a0,c38cd812-86da-4f83-9985-653d0c08a827,Beauty,Asia,PayPal,Returned,107.88,None,0.0,107.88,2025-04-24
b134b534-cd6f-4309-b458-2bd21fb1512c,de2d4ada-0482-42d0-b10c-c36862eac1dd,Apparel,North America,Debit Card,Completed,189.16,10OFF,18.92,170.24,2025-03-21
1051f09c-b789-4084-92e6-b19bc372a47b,f8a003f1-2d80-4610-8195-ecfd4067063d,Apparel,South America,Credit Card,Completed,86.01,FLASH15,12.9,73.11,2025-02-27
c622fb77-b86a-47db-a368-d9828181a1ad,f4e85ce3-bea3-4623-b4dd-8588aa2f3eae,Sports,Australia,Debit Card,Returned,104.55,None,0.0,104.55,2025-05-07
aeee8b26-faf5-4d93-9da9-b611249f43c2,597b46fd-9b76-4c04-9d66-ca8ef2524b55,Home Goods,Europe,Crypto,Completed,320.9,LOYALTY20,64.18,256.72,2024-12-15
b1aadc13-1b1b-4cfa-ab32-e279edabbea4,1334da82-ba40-4c50-a956-4c65a3c12c5b,Beauty,Europe,Apple Pay,Returned,136.22,BOGO,68.11,68.11,2025-03-03
c77f3df1-7bfa-4ad2-9021-9810210fdfce,bd3f5226-02f1-48c7-afee-769e6dc22870,Beauty,Australia,Apple Pay,Refunded,53.31,None,0.0,53.31,2025-04-07
eb0e1e13-345d-410a-978b-e1201d963f2e,786c16ce-cbf2-48ec-a614-c40d8c4487c9,Beauty,South America,Apple Pay,Completed,33.37,FLASH15,5.01,28.36,2025-01-05
2724108b-7001-4bd3-8f75-78457e350b32,7434ad02-2d2e-4e6f-a506-31a5e2cb1d8a,Apparel,Asia,Debit Card,Completed,88.18,None,0.0,88.18,2025-02-02
bb7c367e-7325-42e7-8fea-5ebd3b9fbace,a353978b-2037-400e-b266-4249f0eb2e1e,Electronics,Asia,Debit Card,Failed Payment,751.43,10OFF,75.14,676.29,2025-01-24
a122609d-fbdb-41e4-baef-46a25e23846d,04eaa7fe-2ef0-4a6f-9fbe-eda16047b841,Home Goods,North America,PayPal,Completed,92.09,LOYALTY20,18.42,73.67,2024-12-10
b54e7fd6-83e9-43ac-9e18-207ccb626927,bb76af67-4770-41e6-b499-06b455af7391,Home Goods,Europe,Crypto,Completed,208.5,10OFF,20.85,187.65,2025-04-30
388605d0-45ad-4426-9487-74d29a2a938e,18c30007-8b8a-4ec3-81fa-a522a4dd6220,Electronics,Asia,Apple Pay,Refunded,904.32,BOGO,452.16,452.16,2025-04-29
c24bf3f7-2764-4b58-bae0-757a917291b9,d26b7d2b-08b6-4ebc-a2da-f477af58a945,Sports,North America,Crypto,Completed,231.02,None,0.0,231.02,2025-04-26
af57b685-6948-45d0-aa48-ffcbf460e8b8,90e42f27-2c0c-41cc-aaa1-4ae4d01ad485,Apparel,Asia,Apple Pay,Completed,32.81,10OFF,3.28,29.53,2025-03-06
f75d0040-b632-4541-a575-0e8560bbc208,d8e59ab4-ab88-427c-bf01-c4551bf7069a,Electronics,Europe,Apple Pay,Refunded,1167.3,None,0.0,1167.3,2024-12-05
007ff830-6b7b-4163-a60d-f1c756eb0206,79af2147-97dc-44ba-883b-b897ba0b4049,Home Goods,Europe,Credit Card,Completed,442.17,LOYALTY20,88.43,353.74,2025-03-12
e6af6b4d-da28-4acf-815f-db0fbfd31279,d235a5c1-f97e-4526-b71f-8036832aa120,Beauty,Europe,Debit Card,Completed,115.51,LOYALTY20,23.1,92.41,2025-04-05
4b51eec3-14a4-4b77-a896-a460c4045a01,08f200a4-5f3f-40f4-aa1e-cb08238b0544,Apparel,South America,PayPal,Completed,95.42,None,0.0,95.42,2025-01-03
912bc870-ffaf-4624-8ae6-65aab7cd611e,4c57fde1-34d8-4d5e-bc68-6accf48b3242,Apparel,Australia,PayPal,Failed Payment,98.81,None,0.0,98.81,2025-03-31
49d8f396-e07e-4458-90b6-a212f18e2f35,a885d8ff-328f-4c11-ab64-d55ea7e7b585,Beauty,Australia,PayPal,Completed,98.79,10OFF,9.88,88.91,2025-04-28
9dc2b79e-46c2-4f33-8586-e66e0d2d6cd0,d4243472-7c93-45c9-8455-140aa8ed6eea,Beauty,Europe,Credit Card,Completed,12.56,None,0.0,12.56,2025-03-17
055af61e-ab36-4998-b5ee-5ad5d1c6469d,3f788dfa-5efd-43bc-8204-b4abca5e02d6,Home Goods,Europe,Debit Card,Refunded,183.34,FLASH15,27.5,155.84,2025-05-14
9ceb1a5c-c7cb-4670-b93f-53dbfd51bda1,4ef66ef9-d78d-4efc-8731-78872a565c76,Sports,Europe,Apple Pay,Completed,60.3,None,0.0,60.3,2024-12-01
79efc9db-dba1-401a-8fd8-2cb9f01e9829,2b69d4b7-35ea-4660-8084-529ab8a5df92,Electronics,North America,Crypto,Completed,249.93,10OFF,24.99,224.94,2025-04-02
ea9995c2-4c5e-46eb-915f-dd42b015bf42,0416e988-8520-401b-ba57-623f60e33adc,Beauty,South America,Debit Card,Returned,68.07,FLASH15,10.21,57.86,2025-03-26
0c3ca23c-865f-43fb-ace0-43a309428187,7bcaa1d3-f573-4365-a283-d21202c7b6d8,Sports,North America,Credit Card,Completed,180.53,None,0.0,180.53,2025-01-19
c24e29f8-c6cf-4ab3-a948-c1b8cbf08e6b,8e7c6494-9cfd-4cea-b8d9-afcf250a3d7a,Beauty,Europe,Credit Card,Completed,62.25,BOGO,31.12,31.12,2025-03-27
d6b4460a-7a6f-413a-be35-e330dff2f3de,c585b013-e9c9-45a0-b107-86f836af825e,Electronics,Europe,Debit Card,Completed,433.81,None,0.0,433.81,2025-05-17
f670b06b-018b-4015-a7d6-2ee61f7cf0cc,c0296825-c965-4c6b-8406-6017cdcb56c5,Home Goods,Asia,Debit Card,Returned,496.92,None,0.0,496.92,2025-05-27
1bee88c2-ff8f-485f-9e45-e0954734b70d,261139f6-e7ad-4a9a-b376-fec36d8b2897,Apparel,South America,Debit Card,Completed,133.2,None,0.0,133.2,2025-05-21
5a3e0f29-b10a-4922-b8af-9395dada95cc,ac697105-1d94-4661-be67-fea510b20e57,Beauty,South America,Credit Card,Completed,77.48,None,0.0,77.48,2025-03-23
8834ff6e-3f16-4972-b9e8-dbca9b4dc945,d621aaae-2373-41cf-a99a-1ccffb290b2f,Electronics,Europe,Crypto,Completed,1044.17,LOYALTY20,208.83,835.34,2025-03-13
d4795b81-71df-4223-864f-ddfb7af9392e,0e15c6ae-f429-42bc-89de-302525e7b50e,Apparel,North America,Credit Card,Completed,130.23,LOYALTY20,26.05,104.18,2025-01-18
79cd6e55-3dfb-4576-a8d3-72bb36dc236c,2c9e3006-7622-4945-a395-8d35545906e6,Sports,Asia,Apple Pay,Completed,89.14,None,0.0,89.14,2025-01-24
a6926e23-75b2-4173-91e5-9badb3108b61,65140181-54dd-422d-ac55-541591638563,Apparel,Asia,Apple Pay,Completed,195.61,10OFF,19.56,176.05,2025-02-16
4b548036-ff0e-43b7-b9eb-41797053b8a3,5127620a-e81c-4fcd-9251-44e299cb040e,Sports,North America,Crypto,Completed,341.24,FLASH15,51.19,290.05,2025-02-28
75f997f3-764b-45ed-b6ce-fa83cf929ddb,93d555ae-9db8-44ff-bf94-2b121b1519df,Beauty,South America,PayPal,Completed,126.62,FLASH15,18.99,107.63,2025-04-29
084a226d-9f38-4973-9809-3c9de5ef8ba4,1d3f7d26-fdd7-4eb8-a395-63831eceddd0,Electronics,South America,Credit Card,Completed,582.44,None,0.0,582.44,2024-12-18
681c96c7-4959-4d30-8ff6-03afc42cfb72,d029e123-32c9-4180-baf4-c83faa4c0f52,Beauty,North America,PayPal,Completed,116.03,BOGO,58.02,58.02,2024-12-09
aa9520c7-f87d-4dfb-b952-6e63bb585b04,309b1e31-55a6-4b8d-b58a-46dd8862abec,Apparel,Europe,Debit Card,Returned,74.44,None,0.0,74.44,2025-04-08
4a330371-58da-437e-b85a-b0c5226f0fa5,dce012d6-5c01-4bc7-9826-2faa5d9431cf,Electronics,North America,Crypto,Returned,212.33,10OFF,21.23,191.1,2025-01-25
7aa0a30a-6b51-40ba-8422-e9c460df9a8f,d48dbc07-2005-4142-8cba-4db8703621de,Apparel,Australia,Crypto,Completed,123.12,10OFF,12.31,110.81,2024-12-02
d57be2a9-84c4-4918-8b56-8132f934afdc,cc801564-1309-43e0-9824-223609030b5a,Electronics,Europe,PayPal,Completed,779.69,LOYALTY20,155.94,623.75,2025-04-04
f358e273-56c9-4c42-9a25-3c684599855f,8eba87ca-0fe1-4771-b6b2-164d5b1f39c6,Beauty,Asia,Credit Card,Completed,45.2,None,0.0,45.2,2025-04-26
0958a31d-255e-41fd-8d21-29e64f2012a6,7943aff7-e0a3-45ca-ba08-c4b81eaaacf0,Electronics,South America,Apple Pay,Completed,270.13,None,0.0,270.13,2025-02-12
17da227a-c2d2-4e02-9e2c-4cce450cd528,2f8b14cf-17f3-4cb9-9189-1709fd14cc5a,Home Goods,South America,Debit Card,Completed,357.94,FLASH15,53.69,304.25,2024-12-08
1a38a418-5941-4a5d-abce-180354f3129b,14a9c6e6-2c73-4d30-9438-9a973abfa057,Beauty,Asia,Crypto,Completed,114.97,FLASH15,17.25,97.72,2025-03-23
48449ce2-1f3b-42bc-b848-c598f075a813,c93977db-2ce0-4532-abb9-1e2fe2bf52f4,Beauty,Europe,Crypto,Returned,148.09,10OFF,14.81,133.28,2025-04-06
2cdbe8a9-921f-4b06-ad41-ba19f866db4b,52cc7612-20e3-40b1-85e6-70aaacbead5b,Sports,Australia,PayPal,Completed,119.72,None,0.0,119.72,2025-01-10
f5274b5c-c78f-4c77-b245-d3eb23206d51,2c304144-b6e8-4c78-9e71-c15f6e5922cc,Home Goods,North America,PayPal,Completed,60.42,10OFF,6.04,54.38,2025-02-11
cc24167b-c3a2-4be1-96b8-c1ddebe7f201,9d1cda5f-b5b5-43b4-a731-faf226298e71,Apparel,North America,Crypto,Completed,20.28,None,0.0,20.28,2025-03-31
61f671c2-75f7-44a7-832f-8f4130db120d,e739d8aa-8bdf-48e1-b985-65f8cfc861e6,Home Goods,Australia,Crypto,Completed,269.63,None,0.0,269.63,2025-05-29
f1fcc8d2-4d92-4a9c-8e32-f9663b527cb7,b18e4429-7022-4f06-a45e-a032d71d604c,Apparel,Asia,Credit Card,Completed,160.07,None,0.0,160.07,2025-04-02
04a6416f-5272-4e27-8473-01cdcb7a0a28,f6db7f1b-57ef-42e7-8263-bb43ffd7c1a4,Home Goods,North America,Credit Card,Failed Payment,433.63,LOYALTY20,86.73,346.9,2025-03-15
159c3622-237f-4f5f-ac4e-f05ea42701f7,0d061c13-6f0d-4bf9-b602-27f76b0190ed,Sports,Asia,Credit Card,Refunded,323.47,None,0.0,323.47,2025-01-26
2b445fb2-088c-42cf-9946-76baf8866e90,c0e3845f-ee17-4445-8c6f-5fb3c3be04fa,Home Goods,North America,Debit Card,Completed,63.36,LOYALTY20,12.67,50.69,2025-04-17
63477394-7996-4b26-8f7f-0bbb6395f9fd,fa220161-53f6-40ac-b4b0-771c3ac2dbe6,Sports,Europe,Crypto,Completed,138.77,BOGO,69.39,69.39,2024-12-17
57c23fd9-0835-45c7-8c37-9d5852703d19,63366013-b36a-4f50-9b2f-a07b2d518154,Electronics,North America,Apple Pay,Completed,259.33,10OFF,25.93,233.4,2024-12-05
4627514e-5221-419a-8b06-fc14a0ae3269,a97bb159-a4ff-4dda-9194-d604a8b58c5f,Beauty,North America,Apple Pay,Returned,73.78,LOYALTY20,14.76,59.02,2025-05-17
1d07eff4-2c7a-43bb-bb28-409b568f1011,50a4326b-049e-4823-9aa5-5810f063d928,Electronics,North America,PayPal,Completed,390.62,None,0.0,390.62,2025-03-24
08e59794-f2f2-4b65-8fbd-2904756b9e56,a955719a-fa60-4da6-ad23-aed2083d1f34,Beauty,South America,PayPal,Completed,37.78,None,0.0,37.78,2025-03-14
ee6b183d-16b3-4109-bc99-b21b7f8121e4,5e2265cf-1b87-488d-979b-74f2c2d02b48,Beauty,North America,Crypto,Failed Payment,99.7,BOGO,49.85,49.85,2025-04-03
6c25d990-9b32-48c8-bc77-a723c72ec4fd,95b69ce7-ab6f-4d19-bc2b-b8f4230be9a5,Home Goods,South America,Debit Card,Completed,417.59,LOYALTY20,83.52,334.07,2024-12-20
ca5c37ef-9d7c-420e-b153-6d2ac1c46b09,1ec49894-3bec-45eb-8c77-a2c77eb38148,Home Goods,North America,PayPal,Completed,145.88,None,0.0,145.88,2025-01-03
dfbf5d30-fb2d-4c3d-8e16-40af54b97caa,a074f672-7d76-4b65-89cf-6aa2da1f5361,Beauty,Europe,Credit Card,Completed,27.87,None,0.0,27.87,2025-02-14
88b56755-e006-4e50-b494-7e15eea3d608,58a4ca56-aeb9-4763-8776-b4166f257c09,Sports,Australia,PayPal,Completed,177.28,10OFF,17.73,159.55,2025-04-20
33335020-4ecc-4174-8e55-104322c2113a,83fa3085-925a-40c3-9d6b-ed98df09a195,Apparel,North America,Debit Card,Completed,191.62,None,0.0,191.62,2025-05-19
60acfdd0-7362-4821-95c8-b434590329d8,9d5d7e66-4e09-496e-97cb-a3a07c00bccd,Electronics,Europe,Debit Card,Failed Payment,567.49,None,0.0,567.49,2024-12-10
5c7524d4-86dd-4379-b528-7f35bce325e5,96f7894f-a5c0-42df-9867-f46e5a50a6d2,Home Goods,South America,Credit Card,Completed,286.42,None,0.0,286.42,2025-02-03
96dd56f9-133d-47c3-bd70-803caca4ca29,ea5a181d-b34e-48dc-a959-7b2712f2acea,Electronics,Australia,Apple Pay,Refunded,448.71,None,0.0,448.71,2025-04-22
543c4c30-0708-42f1-bdf9-a07c49a7b832,d4d899ac-3ad0-4fe7-98f7-66ea15fa318c,Electronics,South America,Debit Card,Returned,299.6,None,0.0,299.6,2024-12-28
08415440-36ec-4bf9-b259-c36d2447fd3b,d72cd31e-eb96-4d82-b629-f907081073ff,Home Goods,Europe,PayPal,Completed,494.53,LOYALTY20,98.91,395.62,2025-03-26
8f779163-1416-4870-939f-ca9261be807e,7ddd109d-d7b9-415c-ad21-05fcb2afb487,Home Goods,Asia,PayPal,Refunded,227.24,None,0.0,227.24,2025-02-20
07d00cee-cffd-4083-aeb5-759bc9eb0237,484ea191-44a9-4882-9f35-7567a982e0b6,Apparel,Asia,Crypto,Failed Payment,79.09,None,0.0,79.09,2025-04-27
5b6cbd10-c4e4-4106-973e-fad028c9af0d,836914ac-dd9a-431e-9ca7-a2bac35bc954,Apparel,Australia,Debit Card,Completed,85.12,FLASH15,12.77,72.35,2024-11-30
6e14c68b-0b2a-4911-a6f6-fda0a76589b9,81ea17ab-b331-4136-a217-d9129280f2f3,Apparel,South America,PayPal,Completed,51.52,10OFF,5.15,46.37,2025-01-03
bfbb811d-e924-4146-99a4-afcd6b5c0ddd,26d9c032-33bd-4204-bfb6-762c22b9e879,Home Goods,North America,PayPal,Completed,115.75,FLASH15,17.36,98.39,2025-05-26
09dc4051-fc93-47e4-96b2-40d271ab109c,fcfb58f1-5154-4b51-8376-100d6a60ea25,Electronics,North America,Apple Pay,Completed,721.06,BOGO,360.53,360.53,2025-01-04
c661c82a-6a15-4f51-9ce2-bf7c78f7b2db,506c9267-4ed0-4181-a2cf-d783a51f8d62,Beauty,Europe,Crypto,Completed,100.45,None,0.0,100.45,2025-02-24
a0716efe-c4a9-4853-bb69-561ba9cd7233,39768fb3-1d38-4c70-bda5-fff0a01de609,Beauty,Europe,PayPal,Completed,47.56,None,0.0,47.56,2025-02-26
ecec1578-9ef1-4b6e-9d3a-6c7d96da0d5c,3c508684-07a0-4fa7-8f00-12d7313ed5dd,Sports,Europe,Credit Card,Failed Payment,350.87,None,0.0,350.87,2025-02-08
418ba168-5bfa-46b2-b132-3bafcc5e3adc,a78ccaf3-f847-4a01-93bd-4179aacbd905,Home Goods,Europe,Apple Pay,Returned,293.1,None,0.0,293.1,2025-05-22
61746d9f-9c37-4fb4-9848-1d47a03a4ed3,9c880546-9b6e-414d-8f84-d960b8cf9eb2,Home Goods,South America,Apple Pay,Returned,390.03,None,0.0,390.03,2025-05-15
6f2cceb6-7780-44d9-bd9f-34ff9a2c4964,af6cb6f1-7194-43c7-ba9f-0126d3eeaf37,Electronics,North America,Crypto,Completed,618.38,None,0.0,618.38,2025-03-16
eb583aed-2482-471a-984f-e57f22f250df,7d4967b0-fea9-4d56-9503-b29cec44d33a,Home Goods,Europe,Debit Card,Completed,161.35,None,0.0,161.35,2025-01-15
00edd080-ecac-486c-8421-5d8266cc881f,d1e693f2-d4bd-4744-8aef-d2bc0eccd3a4,Apparel,North America,Credit Card,Refunded,167.22,None,0.0,167.22,2025-05-29
fb01d583-6061-4347-9b0e-b80eabdafd8c,3c4b8b6a-0245-4882-a2ee-cc14f8331329,Home Goods,Australia,Debit Card,Failed Payment,341.12,None,0.0,341.12,2025-05-14
f1a13202-7cc8-4845-81fb-4a7ea9933eb8,52b42e12-f87a-468b-8a5b-c90880d1cd79,Beauty,North America,Crypto,Completed,137.83,None,0.0,137.83,2025-03-26
931f8b3c-cb62-4830-92c6-23e26f041166,c5c8ebf2-eb96-453c-b2e7-51639ab82b26,Home Goods,South America,Apple Pay,Refunded,161.5,None,0.0,161.5,2025-01-08
0db6161a-02a3-448c-85c6-4eb12905fb54,af2bc68d-b7b0-4a72-a9ca-3cf5dc8f2c0b,Apparel,Asia,Credit Card,Completed,160.63,None,0.0,160.63,2025-02-08
f0afbbd9-728a-45c5-92e9-c96ced503613,82a7bea5-c61c-46d9-9f9a-48461537bed8,Beauty,South America,Apple Pay,Returned,118.77,None,0.0,118.77,2025-05-29
dfe9667c-b865-4605-aef8-0b479f4780a7,cef39fa6-ceb9-4d09-a945-5afe8e85b87e,Electronics,Asia,Debit Card,Completed,765.02,None,0.0,765.02,2025-04-26
e669afd3-b0e8-4652-ade5-4f76d14c2437,f80ad5e3-7bf5-4532-8e0e-14532bdb6cdd,Home Goods,Asia,PayPal,Completed,55.2,None,0.0,55.2,2025-04-16
72857493-0c47-4621-a1b7-0691f5075ab6,63f01441-73b3-4663-a431-b0e72c981312,Home Goods,Australia,Crypto,Completed,365.76,LOYALTY20,73.15,292.61,2024-12-12
05209b16-6a1c-44f4-b576-b2b0385f2e75,d692f5b6-79ce-4c69-9dde-bfdfc3217bea,Home Goods,North America,Apple Pay,Completed,209.13,None,0.0,209.13,2024-12-22
b45ed514-0afd-440c-8180-5f5ea510d894,f1a6d3b6-9089-45db-bb08-1fe00af32052,Beauty,Asia,Credit Card,Refunded,141.04,None,0.0,141.04,2025-05-14
4e6235db-f961-4f8a-9ac3-f71c33d94704,9c825dcc-8c9b-4261-abbb-fa36d75f0bdf,Electronics,North America,Debit Card,Completed,1128.45,LOYALTY20,225.69,902.76,2025-04-02
1908afc7-e299-4561-9da0-9654456c9603,8f82a9dd-797d-4974-9cf7-7c8290289674,Home Goods,South America,Debit Card,Returned,348.9,BOGO,174.45,174.45,2024-12-04
abea2496-670e-4acc-b010-b4ef5c3106f1,acccef36-9902-417b-baec-cfa21aecc5d7,Electronics,Asia,Debit Card,Completed,201.97,BOGO,100.98,100.98,2024-12-27
dfe3a5ce-1b00-43ac-b703-c86f8d493532,a80c75d9-f77e-4421-ad7c-e74ec84aab47,Home Goods,Europe,Credit Card,Completed,218.46,None,0.0,218.46,2024-12-10
e1a126d4-b75a-407c-a690-eb226195a6dd,1d5c2f35-c7dd-4f57-a8d7-a6a2bbe5e3be,Home Goods,Asia,PayPal,Completed,323.3,None,0.0,323.3,2025-03-01
8520b909-df6f-4e5b-a1d4-23fbabc9dbcc,2c52199d-b848-4fe5-a8ed-f1a1430538f6,Beauty,South America,Debit Card,Completed,32.5,FLASH15,4.88,27.62,2025-04-15
0bccb52d-f5b3-4176-96ed-b5c17f39aebf,1740da03-e981-40b4-a5ee-5a8dd029bf16,Beauty,Australia,Crypto,Completed,24.05,FLASH15,3.61,20.44,2025-05-05
332c4924-1da5-40be-a8cc-e1b8c485fa64,da4beb72-e669-46cd-9e4a-bae651275fec,Electronics,South America,Credit Card,Completed,128.57,10OFF,12.86,115.71,2025-03-04
